#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30,target
sp|P39138|ARGI_BACSU,4.800363765,2.400181882,3.733616262,5.600424392,0.266686876,0.533373752,6.40048502,8.267293151,2.666868758,6.133798144,9.067353778,5.600424392,2.933555634,0.533373752,3.20024251,4.533676889,3.466929386,0.266686876,2.666868758,5.867111268,0.024587289,0.025833819,0.023262194,0.024224082,0.026111609,0.024434676,0.023587612,0.025256954,0.024279319,0.024299717,0.024749523,0.02651527,0.023246,0.026756462,0.025138038,0.025170904,0.023246862,0.024397335,0.023745875,0.025918565,0.022871496,0.024332502,0.023015043,0.023858808,0.024245583,0.022970961,0.025087004,0.024288985,0.024974553,0.022906085,1
sp|Q9RLT9|RPOB_LISMO,17.42391248,20.32789789,13.79393071,21.29589303,0.725996353,8.227958671,25.65187115,23.47388209,5.807970826,18.39190762,23.71588087,14.27792828,8.71195624,9.921950162,12.58393679,15.00392463,14.0359295,1.451992707,7.985959886,23.71588087,0.025549711,0.026434703,0.025239656,0.026366719,0.024681417,0.02530507,0.025446152,0.024091308,0.025026238,0.025655762,0.025083769,0.024900478,0.025865739,0.025427354,0.024761874,0.025301978,0.025507562,0.02486786,0.025529357,0.02483249,0.025326761,0.024956461,0.025173261,0.02485242,0.024657266,0.024323346,0.025198364,0.025039017,0.026362485,0.026236637,1
sp|Q8YA96|RPOC_LISMO,19.5188244,22.61327217,10.71154998,14.75813552,2.618378883,9.045308868,24.99361661,22.37523773,4.998723322,22.85130661,25.70771994,18.80472107,7.855136648,8.331205536,11.90172219,11.66368775,18.56668662,1.428206663,7.141033317,19.99489329,0.025635377,0.027187286,0.024822068,0.024914358,0.026405294,0.025759297,0.024699716,0.024546984,0.026682594,0.025941479,0.025267557,0.024586383,0.024275544,0.025156592,0.025487672,0.025948919,0.025554937,0.025434075,0.02539473,0.025369075,0.025784828,0.025413423,0.026613337,0.024745599,0.024157769,0.02471481,0.024653696,0.02568924,0.025050625,0.026072291,1
sp|Q8Y459|RS9_LISMO,3.157211001,3.382726072,0.902060286,1.127575357,0,1.353090429,1.127575357,3.157211001,0.451030143,1.127575357,2.480665786,2.029635643,0.451030143,0.451030143,1.5786055,1.127575357,1.127575357,0.225515071,1.353090429,2.706180858,0.02458823,0.027718302,0.028570442,0.026105329,0.027367401,0.025380707,0.023755737,0.027373219,0.026795963,0.027954985,0.027258306,0.026234054,0.023066849,0.023492475,0.024282427,0.025068977,0.025667858,0.026912936,0.025791008,0.022470903,0.028107835,0.025045995,0.024317912,0.023487301,0.027114008,0.025459227,0.026538132,0.026769053,0.024540616,0.027248744,1
sp|P39797|XEPA_BACSU,8.032437234,2.510136636,3.012163963,3.51419129,0,2.259122972,5.020273271,6.275341589,0.753040991,2.761150299,5.020273271,5.020273271,1.004054654,3.012163963,1.506081981,4.518245944,5.020273271,1.255068318,2.761150299,6.777368916,0.026633317,0.022573354,0.025114008,0.024574515,0.024694331,0.025289725,0.0240747,0.023363271,0.025620459,0.022830096,0.025791423,0.023928645,0.02679007,0.025951052,0.02548685,0.025690699,0.024808074,0.025555516,0.027348493,0.02390423,0.027458722,0.023152145,0.025269467,0.02677322,0.023066886,0.025641664,0.02502349,0.02433895,0.024526104,0.023712858,1
sp|P54327|XKDG_BACSU,6.599343526,4.314955382,4.061134477,4.822597192,0.253820905,4.822597192,6.345522621,4.822597192,0.761462714,7.36080624,6.091701716,5.330239001,1.776746334,2.792029953,2.538209048,4.822597192,4.568776287,0.253820905,1.522925429,5.076418097,0.026498815,0.025598962,0.025180015,0.023912218,0.025599694,0.024173099,0.024609725,0.024641843,0.023423194,0.025109921,0.025623241,0.02504874,0.024652082,0.023024938,0.025327615,0.023503542,0.026460438,0.026127281,0.023128315,0.024814732,0.024019514,0.023661167,0.025997559,0.025783916,0.025614762,0.025113594,0.026057205,0.022575384,0.026296413,0.024601171,1
sp|P54331|XKDK_BACSU,12.23065068,4.423852373,5.724985424,9.888611187,0,3.122719322,8.847704746,10.40906441,0.52045322,6.245438644,9.368157966,8.327251525,1.561359661,5.464758814,2.081812881,7.806798305,11.44997085,0.52045322,3.122719322,10.1488378,0.024496558,0.02500064,0.024144248,0.025479107,0.02735499,0.024516853,0.025581281,0.023649151,0.024837861,0.0252871,0.023809208,0.023591859,0.024838287,0.024471067,0.024201751,0.024231683,0.025751437,0.024697795,0.023125295,0.024601931,0.025008214,0.022611884,0.025018005,0.025613903,0.025006101,0.023743524,0.025863444,0.02428497,0.024370077,0.024585167,1
sp|P54332|XKDM_BACSU,2.584375877,1.292187939,1.550625526,3.101251053,0,0.775312763,3.359688641,2.842813465,0.516875175,1.033750351,2.842813465,3.101251053,1.550625526,2.584375877,0.775312763,2.584375877,3.618126228,0,1.033750351,2.842813465,0.026228454,0.025032151,0.02558477,0.024637828,0.025023007,0.025643842,0.023343794,0.02558343,0.023772314,0.025623709,0.02617823,0.026115525,0.024669989,0.022631679,0.023194262,0.024211198,0.024889454,0.024674436,0.024305194,0.024795499,0.024205648,0.026078452,0.023023049,0.022801828,0.02575963,0.023968406,0.027392311,0.024898124,0.025688177,0.021608019,1
sp|P39800|XLYA_BACSU,9.798009047,2.177335344,5.443338359,4.626837606,0.544333836,3.538169934,3.266003016,7.620673703,2.177335344,5.443338359,5.443338359,3.538169934,0.816500754,2.177335344,4.354670688,3.538169934,5.987672195,1.633001508,3.266003016,5.443338359,0.024080925,0.025628005,0.02266078,0.025112559,0.026111338,0.022761473,0.025357817,0.025079589,0.023402389,0.022515751,0.023910145,0.026145552,0.024471476,0.024461895,0.024859251,0.024505349,0.022581742,0.024557092,0.023486518,0.022766825,0.025023604,0.02368275,0.023225661,0.025140626,0.024562801,0.022788917,0.023695479,0.024819901,0.024731327,0.025705545,1
sp|P80875|G16U_BACSU,4.198706365,1.312095739,3.673868069,4.198706365,0.262419148,1.574514887,3.149029773,6.035640399,1.049676591,3.411448921,3.936287217,2.36177233,0.262419148,2.36177233,0.787257443,3.673868069,2.36177233,0.524838296,1.574514887,3.936287217,0.026817368,0.022767692,0.025392219,0.02390907,0.023801879,0.026574896,0.025901401,0.025986771,0.024265083,0.026936883,0.02430883,0.026119403,0.024105548,0.023268149,0.024498828,0.024264261,0.025078565,0.023194716,0.025942593,0.02212439,0.025576688,0.024652895,0.024937667,0.023925764,0.02364191,0.023880124,0.023204682,0.024714941,0.021940862,0.025846773,1
