#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15,Xc2.lambda16,Xc2.lambda17,Xc2.lambda18,Xc2.lambda19,Xc2.lambda20,Xc2.lambda21,Xc2.lambda22,Xc2.lambda23,Xc2.lambda24,Xc2.lambda25,Xc2.lambda26,Xc2.lambda27,Xc2.lambda28,Xc2.lambda29,Xc2.lambda30,target
sp|Q81V33_p|TAL1_BACAN,7.614827477,1.903706869,2.719581242,2.719581242,0.271958124,1.087832497,4.895246236,3.807413739,1.903706869,5.711120608,4.623288111,3.535455615,1.087832497,2.175664994,1.903706869,2.447623118,3.535455615,0.271958124,0.271958124,5.983078732,0.026152726,0.027649274,0.021168638,0.021258678,0.026699063,0.023928374,0.021457373,0.024673424,0.024590054,0.023924117,0.024356879,0.024909169,0.024285256,0.02333136,0.024412819,0.025557278,0.023091802,0.024801481,0.026904898,0.023432082,0.022338182,0.025630925,0.026167318,0.022750249,0.024971379,0.025817425,0.022088524,0.021206012,0.026217586,0.02426953,1
tr|Q81Y15_p|Q81Y15_BACAN,20.5062274,6.748884967,7.527602463,9.604182453,0.259572499,4.412732478,13.49776993,15.05520493,4.15315998,7.008457466,13.75734243,8.306319959,5.710594972,5.451022473,6.748884967,11.68076244,10.90204495,2.595724987,7.008457466,11.94033494,0.024885011,0.025868998,0.023498932,0.024582818,0.024062409,0.024536398,0.024201149,0.024059916,0.024514991,0.023694447,0.024737106,0.02389178,0.025130019,0.024571214,0.023684254,0.02464124,0.025497389,0.023284954,0.025405265,0.02548287,0.02490092,0.025143575,0.025058605,0.02679032,0.025097121,0.02433397,0.024940295,0.025095384,0.024744098,0.024092052,1
tr|Q8Y7H4_p|Q8Y7H4_LISMO,19.30903148,5.740522873,7.827985736,9.132650025,0.260932858,4.696791442,13.04664289,15.91690433,3.913992868,7.30612002,15.13410576,10.17638146,3.913992868,6.523321447,7.827985736,11.7419786,9.393582883,2.609328579,5.740522873,13.04664289,0.025709326,0.024923851,0.024333026,0.024988163,0.024383674,0.023585268,0.024122699,0.023075288,0.024322631,0.023967649,0.025271918,0.024874182,0.024260545,0.024969101,0.024174216,0.02434283,0.025791601,0.023808852,0.026034956,0.02614776,0.024170724,0.023982026,0.024991388,0.025938936,0.025482028,0.024119086,0.024457116,0.02528611,0.023840886,0.023711305,1
sp|P99161_p|TKT_STAAN,15.52930245,5.527378839,9.475506581,8.422672516,0,3.948127742,15.79251097,15.79251097,4.474544774,6.317004387,16.05571948,10.00192361,3.42171071,7.633046968,7.896255484,13.68684284,9.475506581,2.105668129,6.053795871,12.63400877,0.024702531,0.02556417,0.023212942,0.024367967,0.024460691,0.023725933,0.024794816,0.024585587,0.023741794,0.02385111,0.025012762,0.02451889,0.024313456,0.024923036,0.02455847,0.024299829,0.024915291,0.022911566,0.024648485,0.02630568,0.024394695,0.024647117,0.024918328,0.026952463,0.024023434,0.024055976,0.024141878,0.025377777,0.024885437,0.023979371,1
sp|Q8Y6W0_p|PFKA_LISMO,6.396151335,4.974784372,2.605839433,5.211678866,0,1.421366963,5.44857336,9.71267425,1.895155951,6.396151335,7.580623805,3.553417408,1.184472469,2.605839433,1.421366963,3.790311902,4.027206396,0.236894494,1.895155951,5.211678866,0.025082342,0.02771359,0.02453606,0.023231212,0.025711583,0.026202023,0.02487823,0.02539417,0.024582466,0.025001359,0.025464373,0.025358313,0.024101317,0.026936893,0.025896593,0.026474945,0.02516988,0.025863091,0.025235697,0.026353537,0.026033052,0.02542152,0.024917394,0.026184485,0.024522508,0.026518921,0.024562417,0.024945662,0.025310923,0.025500951,1
sp|Q65EM9_p|PGK_BACLD,11.58999471,3.275433287,3.527389694,7.5586922,0.251956407,1.007825627,8.566517827,9.070430641,1.51173844,5.29108454,8.566517827,9.322387047,2.26760766,3.7793461,3.527389694,4.787171727,3.7793461,0.503912813,2.015651253,9.070430641,0.026234051,0.025479811,0.024422576,0.025240151,0.026414371,0.027008064,0.023745499,0.025038869,0.025931349,0.024710907,0.023563893,0.024781778,0.023641213,0.025122295,0.024813804,0.025310964,0.024915684,0.025807847,0.025568337,0.024291768,0.024388983,0.026661357,0.022836093,0.02341479,0.025182648,0.023028936,0.026430277,0.024417486,0.023856115,0.025783678,1
sp|Q8Y4I2_p|PGK_LISMO,10.57831644,2.115663288,3.966868665,7.93373733,0.264457911,1.322289555,8.198195241,10.84277435,1.322289555,6.082531953,10.57831644,10.04940062,2.115663288,4.760242398,3.437952843,5.28915822,5.553616131,0.528915822,0.793373733,8.991568974,0.025063833,0.025620383,0.024228903,0.025158269,0.025028762,0.025116713,0.023822483,0.024918189,0.025804134,0.024775052,0.023354975,0.024388786,0.023460033,0.025586728,0.023297318,0.024031852,0.025065625,0.024905988,0.023557664,0.024568452,0.023157367,0.024588886,0.023906621,0.023778028,0.024863232,0.023397761,0.026733475,0.024424597,0.024484555,0.024453425,1
sp|P68897_p|PGK_STRP1,11.02291527,2.563468667,4.357896735,6.921365402,0,2.050774934,8.715793469,11.79195587,0.7690406,6.665018535,9.484834069,8.715793469,1.281734334,3.845203001,3.076162401,4.870590468,4.357896735,0.7690406,1.5380812,9.228487203,0.024888786,0.025427696,0.02394337,0.024282912,0.026191082,0.02676465,0.024593218,0.024839247,0.024855798,0.025413337,0.025045162,0.023466348,0.022934728,0.024944845,0.024941217,0.025113293,0.024169559,0.025953984,0.025228377,0.023924391,0.02549831,0.024473245,0.024943787,0.023984,0.024854129,0.024000267,0.025230911,0.024825746,0.024296199,0.024624541,1
sp|Q8DN74_p|G6PI_STRR6,10.96924305,3.988815655,4.487417612,7.977631311,0,3.988815655,8.226932289,8.725534246,1.495805871,6.232524461,10.4706411,8.226932289,1.495805871,5.484621526,3.739514677,6.232524461,5.733922504,0.997203914,5.733922504,7.728330332,0.024181786,0.025893946,0.024783907,0.022687303,0.025291252,0.025466398,0.02605281,0.024792737,0.024112569,0.023771427,0.024499482,0.024724741,0.023711208,0.024983543,0.025121605,0.025107753,0.025467365,0.024857656,0.025338313,0.026426161,0.024743865,0.02479505,0.025888829,0.025343646,0.024739037,0.025800821,0.026152893,0.026908299,0.02360432,0.025450301,1
sp|Q8Y4I4_p|GPMI_LISMO,11.89104953,4.653019381,8.013533378,9.306038761,0,2.585010767,11.1155463,10.08154199,4.136017227,8.789036608,9.823040915,9.306038761,3.10201292,5.687023687,6.204025841,6.204025841,6.979529071,0.77550323,3.10201292,10.08154199,0.024977332,0.025769446,0.022546885,0.024923938,0.025057044,0.025591191,0.025004061,0.0266227,0.024719946,0.02524877,0.024351299,0.023644013,0.025540671,0.025447588,0.022853279,0.024866836,0.025235437,0.02356944,0.023769306,0.024555512,0.024215194,0.023148426,0.026150758,0.024396543,0.024722688,0.025343237,0.023910628,0.02501707,0.024873117,0.025426568,1
tr|Q926S7_p|Q926S7_LISIN,5.998022754,1.564701588,2.086268784,4.172537568,0.521567196,1.30391799,5.476455558,3.91175397,0.782350794,5.21567196,6.51958995,4.433321166,0.782350794,1.825485186,1.30391799,3.129403176,2.868619578,0.260783598,1.043134392,4.172537568,0.025279809,0.024994304,0.024016334,0.026066577,0.027164475,0.025677824,0.023711676,0.023964667,0.025527006,0.023929416,0.023805704,0.025273089,0.023816992,0.024352363,0.023207963,0.02311284,0.026044856,0.025130236,0.024935436,0.023877875,0.024750935,0.02453981,0.023626038,0.024067981,0.027372481,0.024337099,0.024273875,0.025057036,0.022150901,0.025150805,1
sp|Q81K75_p|G6PI_BACAN,8.607909845,3.797607284,5.316650198,6.076171655,0.506347638,3.038085828,10.88647422,9.87377894,2.278564371,5.569824017,11.89916949,8.354736026,2.278564371,6.076171655,3.544433466,6.076171655,6.582519293,0.759521457,5.569824017,6.835693112,0.024404477,0.025919052,0.024506037,0.023283601,0.025408427,0.025171281,0.024871024,0.024956635,0.024419581,0.024801221,0.023583556,0.024893352,0.024888707,0.025620154,0.023864539,0.024964324,0.02630151,0.02437154,0.025276332,0.026202412,0.02398067,0.02545822,0.02561491,0.025061512,0.024336171,0.025349603,0.025127058,0.025424636,0.023900502,0.024865138,1
sp|Q928R6_p|G6PI_LISIN,10.49066905,3.746667518,5.994668029,7.74311287,0,1.748444842,8.742224208,9.491557712,2.248000511,5.994668029,10.24089122,9.241779877,0.749333504,6.494223698,3.746667518,5.744890194,5.744890194,0.749333504,5.49511236,7.992890705,0.024526254,0.026085884,0.024842519,0.023534858,0.023935172,0.025833678,0.025183259,0.025055401,0.024943255,0.024620833,0.023178464,0.025413525,0.024853716,0.024867934,0.024223147,0.023698322,0.027099741,0.02560163,0.025773878,0.026344431,0.024039416,0.024596477,0.024867509,0.025757163,0.024411479,0.025762094,0.025594821,0.02633414,0.024083478,0.025159688,1
sp|Q928I1_p|TPIS1_LISIN,9.829115792,2.586609419,2.327948477,3.621253187,1.034643768,2.327948477,5.690540722,4.914557896,1.034643768,4.655896954,4.13857507,3.362592245,0.775982826,2.069287535,2.069287535,3.879914128,3.362592245,0.775982826,1.551965651,4.914557896,0.0241659,0.025029522,0.024531298,0.023955488,0.02581446,0.023589322,0.026005388,0.023507272,0.023494384,0.023665665,0.024251972,0.02399743,0.02623871,0.024046757,0.02440595,0.024871198,0.026583228,0.026258816,0.025878764,0.026585533,0.024228986,0.022803888,0.024513952,0.023746916,0.024672687,0.025606266,0.025517173,0.023203724,0.026052873,0.024115536,1
sp|P99133_p|TPIS_STAAN,7.226569611,1.605904358,2.676507263,3.747110168,0.802952179,2.676507263,6.958918884,5.620665253,1.070602905,4.550062347,4.014760895,5.353014526,1.338253632,1.873555084,2.141205811,4.014760895,4.282411621,0.535301453,1.338253632,5.888315979,0.022958997,0.024384327,0.023133896,0.024482277,0.026346691,0.025710213,0.023791999,0.024537109,0.024280915,0.024221988,0.024781957,0.023332633,0.026227764,0.024660968,0.023855532,0.024253188,0.026392887,0.025502008,0.023258097,0.02416457,0.024544005,0.02165597,0.023985131,0.02279446,0.023595752,0.02443572,0.025249015,0.025768738,0.02500308,0.025039385,1
sp|P69887_p|TPIS_STRP1,10.9942303,1.374278788,2.748557576,4.947403636,1.374278788,2.19884606,4.947403636,4.947403636,0.549711515,2.473701818,4.672547878,4.672547878,1.374278788,2.473701818,2.473701818,3.847980606,3.023413333,0.549711515,1.923990303,7.695961212,0.023450194,0.025351145,0.022981224,0.022644271,0.025385188,0.023695892,0.025312943,0.022739757,0.022277545,0.023517126,0.026054256,0.022254275,0.024946812,0.02528261,0.023778408,0.023023248,0.025202414,0.024750343,0.024498293,0.025112296,0.023696117,0.024340494,0.023706246,0.023390416,0.024086133,0.024093001,0.0259829,0.024993634,0.024603271,0.023993793,1
sp|Q92D19_p|PT1_LISIN,14.54437473,6.379111723,5.358453847,8.930756412,0.510328938,3.572302565,15.5650326,8.675591943,1.786151282,9.696249819,14.54437473,9.696249819,4.848124909,5.103289378,4.592960441,8.675591943,8.165263005,0.510328938,3.572302565,11.22723663,0.025348576,0.026357116,0.024385658,0.024371961,0.024577669,0.025101887,0.023512078,0.023783354,0.024141005,0.023528266,0.025149851,0.02440006,0.025583191,0.024324572,0.025202954,0.024687275,0.025321958,0.024878478,0.024057995,0.026362183,0.024583844,0.024914526,0.025764867,0.026154038,0.023615571,0.025245702,0.025940042,0.023937393,0.024574336,0.025029129,1
sp|Q99V14_p|PT1_STAAN,13.99709599,6.22093155,7.776164437,10.62742473,1.036821925,5.443315106,13.73789051,9.072191843,1.555232887,11.40504117,14.51550695,8.812986362,4.665698662,4.665698662,4.924904143,6.998547993,7.776164437,0.259205481,3.888082219,10.88663021,0.024805815,0.026342081,0.023615018,0.024777573,0.0255085,0.025000744,0.023111864,0.022955329,0.023937352,0.023140839,0.024862842,0.025376802,0.024232512,0.024200449,0.025201798,0.024115841,0.025742137,0.024624917,0.025291071,0.026408863,0.02497322,0.024277634,0.025762464,0.02550635,0.023309382,0.02489264,0.025937602,0.024094989,0.024119819,0.02466807,1
tr|Q99Z66_p|Q99Z66_STRP1,19.83234061,6.001892553,5.740940703,10.43807401,0.5219037,5.479988853,13.83044806,8.872362904,2.087614801,8.350459204,13.30854436,8.089507354,6.784748103,5.479988853,4.697133302,6.784748103,8.350459204,0.5219037,3.653325902,11.74283326,0.025500647,0.026641703,0.024468689,0.024346756,0.02507723,0.025068471,0.023522179,0.024041053,0.024539822,0.023725804,0.025837365,0.023638942,0.025071791,0.024750314,0.025037775,0.023387037,0.023942415,0.024667966,0.024487537,0.025503418,0.025370616,0.024403382,0.024545435,0.024295255,0.023658313,0.025102791,0.025691613,0.023196204,0.024322585,0.025205039,1
sp|Q820A6_p|ODPA_STAAN,10.63829095,4.305974907,4.305974907,5.825730756,0,6.079023398,8.10536453,6.332316039,0.759877925,6.079023398,6.585608681,6.079023398,2.532926416,3.29280434,4.052682265,3.546096982,5.065852831,1.013170566,4.052682265,5.065852831,0.023986819,0.025742917,0.025360133,0.024865421,0.0251389,0.024698333,0.024938015,0.024966547,0.023500293,0.023969274,0.024476209,0.024227436,0.023649295,0.025180021,0.025581947,0.025314225,0.024786132,0.025234591,0.025173946,0.024421451,0.024805261,0.024336207,0.026143639,0.025568397,0.025768758,0.025938897,0.025107802,0.025171881,0.024210666,0.024443947,1
sp|P99063_p|ODPB_STAAN,7.882041858,3.813891222,2.542594148,4.576669466,0,3.305372392,8.136301273,7.627782444,0.762778244,5.84796654,5.84796654,4.068150637,2.034075318,3.559631807,3.559631807,3.813891222,4.322410051,0.254259415,1.779815904,8.899079518,0.025776122,0.025564114,0.023229854,0.024523973,0.024407406,0.02596987,0.024928554,0.024462794,0.023893304,0.024589536,0.025639971,0.0240623,0.025295659,0.026364829,0.02399043,0.0242097,0.026445102,0.025064959,0.025897238,0.025890255,0.025033349,0.024145136,0.025352326,0.02372536,0.025221352,0.023570485,0.02348898,0.025062984,0.025213691,0.024720952,1
tr|Q65K42_p|Q65K42_BACLD,15.12424376,3.449388927,5.572089805,7.164115464,0.26533761,4.245401757,11.14417961,7.960128293,2.122700878,7.694790684,7.164115464,9.552153952,2.122700878,2.918713708,5.572089805,3.980064147,5.306752196,0.53067522,1.857363268,10.34816678,0.024777314,0.025260403,0.023937491,0.023922458,0.024343511,0.026604491,0.025367224,0.024037262,0.024057447,0.024790077,0.025583867,0.023079398,0.025228378,0.025127496,0.024951945,0.024971217,0.022291345,0.024002461,0.023720999,0.024107719,0.023411821,0.022211272,0.025922415,0.025528225,0.0242253,0.024733127,0.024834149,0.024983255,0.024508036,0.024142288,1
tr|Q8Y863_p|Q8Y863_LISMO,17.36310322,3.798178828,5.425969755,9.224148583,0,4.069477316,14.92141683,11.39453649,2.984283365,9.224148583,8.41025312,11.123238,2.44168639,4.883372779,7.867656145,8.41025312,9.766745559,0.813895463,2.170387902,13.2936259,0.023639095,0.024812654,0.023300729,0.023525757,0.02517248,0.024928427,0.024995513,0.024239623,0.02485647,0.024105453,0.024919894,0.023081468,0.024575634,0.023531815,0.024841631,0.023551401,0.022593912,0.024077896,0.024425559,0.022876379,0.025303219,0.023225854,0.02672238,0.025997472,0.023016862,0.024238406,0.025231369,0.024513475,0.024153643,0.024247044,1
sp|P65636_p|ODP2_STAAN,13.89676365,3.741436367,4.543172731,7.482872734,0.267245455,2.939700003,11.49155456,8.017363643,2.939700003,7.750118189,6.413890915,8.551854553,2.672454548,2.939700003,5.879400005,6.14664546,6.14664546,1.068981819,1.336227274,10.68981819,0.023874442,0.025689887,0.023920262,0.024291601,0.024934473,0.025399224,0.024824982,0.025674964,0.023658641,0.023961196,0.024681995,0.023269797,0.02437866,0.025654499,0.024407834,0.024750483,0.022588602,0.025037034,0.023381512,0.023781334,0.023486817,0.023714214,0.025997587,0.02505289,0.023206773,0.024837145,0.025999951,0.024475915,0.024711587,0.023110241,1
tr|Q81MR4_p|Q81MR4_BACAN,14.50087056,3.283215976,4.924823964,4.651222632,1.094405325,3.556817307,10.67045192,14.50087056,2.18881065,10.39685059,7.934438608,8.48164127,3.283215976,3.283215976,4.651222632,4.924823964,8.755242602,0.273601331,3.283215976,13.9536679,0.025584037,0.025006233,0.02523016,0.023701661,0.024035766,0.025198431,0.023390883,0.02350929,0.024243658,0.023695287,0.024986578,0.024023817,0.024160164,0.025143569,0.023864283,0.022819717,0.024068465,0.023358836,0.025814564,0.02331711,0.024062852,0.02483946,0.025081161,0.023305261,0.023418189,0.023928065,0.024904844,0.024179682,0.023696865,0.023829782,1
tr|Q8Y862_p|Q8Y862_LISMO,12.67093485,3.95966714,5.015578377,5.279556186,0.527955619,1.847844665,11.3510458,13.99082389,2.111822475,8.975245517,10.03115675,8.975245517,2.111822475,3.69568933,4.751600568,5.543533996,7.91933428,0.263977809,2.903755903,11.3510458,0.024645009,0.025646931,0.025140466,0.024678556,0.024354333,0.026428355,0.024336482,0.024263196,0.02490677,0.025219686,0.024739191,0.023910457,0.024521818,0.024826092,0.023607205,0.02284783,0.024173386,0.024824999,0.025551528,0.023634306,0.025666983,0.025791353,0.024627869,0.023486186,0.023346449,0.024197484,0.023978923,0.024540758,0.024141119,0.02398847,1
sp|P99084_p|DLDH_STAAN,13.90124567,2.725734445,5.45146889,5.45146889,0.817720334,3.543454779,11.72065811,14.17381911,1.908014112,9.267497113,9.812644002,9.267497113,2.725734445,4.088601668,4.088601668,6.269189224,7.359483002,0,3.270881334,11.72065811,0.025621667,0.025783512,0.024444982,0.024268336,0.024333013,0.024911549,0.023162115,0.023096271,0.024480496,0.025795805,0.02496472,0.023404903,0.024430766,0.024143463,0.023182405,0.023819977,0.024019508,0.023736032,0.025776307,0.02264879,0.024974088,0.024872638,0.023803624,0.02354001,0.023809384,0.02528477,0.023947207,0.023841002,0.023884902,0.023444313,1
tr|Q92BE5_p|Q92BE5_LISIN,14.4906255,5.366898332,6.708622915,8.318692414,0.536689833,5.366898332,12.61221108,13.68559075,2.951794082,13.14890091,11.2704865,11.80717633,3.756828832,3.220138999,5.098553415,7.782002581,11.00214158,0.268344917,1.878414416,17.71076449,0.024871771,0.026519904,0.023858785,0.024520941,0.0253699,0.024601494,0.023084799,0.024811538,0.025323371,0.022450245,0.024314764,0.024914039,0.025023871,0.024303983,0.023337974,0.025351041,0.02254532,0.023139182,0.025201908,0.024277505,0.024142683,0.023336351,0.024556244,0.024359865,0.023882352,0.025901516,0.023778916,0.024677518,0.024629598,0.024567707,1
sp|Q7A559_p|KPYK_STAAN,12.71221165,6.620943569,8.739645511,8.739645511,1.059350971,3.442890656,13.50672488,12.18253617,2.118701942,14.56607585,11.1231852,11.38802294,3.972566141,2.118701942,5.296754855,9.004483254,10.32867197,0.264837743,2.118701942,15.62542682,0.025239094,0.026305921,0.022574307,0.024155124,0.02551349,0.025059787,0.023394055,0.024733789,0.025973605,0.023202383,0.025552266,0.02440572,0.024716331,0.024933445,0.023406076,0.024572109,0.023256212,0.024604005,0.023429464,0.02379107,0.02548881,0.024109677,0.023693207,0.02420095,0.02428354,0.024840369,0.024398813,0.025473177,0.025208232,0.024647229,1
tr|Q99ZD1_p|Q99ZD1_STRP1,12.71270263,6.979523012,5.733179617,9.222941123,0.249268679,3.739030185,9.97074716,9.721478481,1.246343395,10.7185532,6.730254333,7.727329049,3.739030185,4.736104901,3.489761506,4.486836222,9.222941123,0.498537358,1.495612074,12.21416527,0.026630007,0.026118207,0.024479327,0.024395798,0.026526382,0.024525134,0.024592406,0.025523753,0.024613771,0.02517882,0.025390578,0.024745737,0.025111313,0.025143281,0.024294926,0.026073363,0.026366988,0.024344182,0.024244083,0.025671326,0.023871371,0.023077223,0.025348258,0.025788963,0.023696391,0.025609976,0.02532613,0.023477687,0.024980143,0.025585795,1
